order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
841,03/02/2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Night,Oil,Tel-Ghee,12/11/2012,12/16/2012,5,1492,104,"for 40 bucks a head, i really expect better food.",0
842,05/25/2022,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Evening,Oil,AirTeli,12/13/2012,12/16/2012,3,4554,103,The food came out at a good pace.,1
843,04/07/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Morning,Oil,Teli Belly,12/21/2012,12/23/2012,2,2041,105,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
844,04/05/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Oil,Tel-Ghee,12/18/2012,12/24/2012,6,1680,106,I won't be back.,0
845,01/07/2022,Cold coffee,Beverages,40,6,240,Online,Mrs.,Evening,Oil,AirTeli,12/20/2012,12/23/2012,3,5635,105,We could not believe how dirty the oysters were!,0
846,04/20/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon,Oil,Teli Belly,12/28/2012,01/01/2013,4,2530,105,This place deserves no stars.,0
847,08/14/2022,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,Oil,Tel-Ghee,12/25/2012,12/29/2012,4,4032,100,I would not recommend this place.,0
848,10/11/2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Night,Oil,AirTeli,12/27/2012,01/01/2013,5,3167,106,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
849,03/11/2022,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,Oil,Teli Belly,01/04/2013,01/08/2013,4,3418,103,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
850,08/20/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Afternoon,Oil,Tel-Ghee,01/01/2013,01/08/2013,7,2646,103,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
851,01/28/2023,Aalopuri,Fastfood,20,15,300,Online,Mrs.,Night,Oil,AirTeli,01/03/2013,01/10/2013,7,5186,100,the potatoes were great and so was the biscuit.,1
852,05/05/2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night,Oil,Teli Belly,01/11/2013,01/17/2013,6,4750,100,I probably would not go here again.,0
853,02/17/2023,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight,Oil,Tel-Ghee,01/08/2013,01/12/2013,4,2835,104,So flavorful and has just the perfect amount of heat.,1
854,10/14/2022,Cold coffee,Beverages,40,14,560,Online,Mrs.,Night,Oil,AirTeli,01/10/2013,01/13/2013,3,3941,101,The price is reasonable and the service is great.,1
855,10/23/2022,Vadapav,Fastfood,20,5,100,Online,Mr.,Evening,Oil,Teli Belly,01/18/2013,01/24/2013,6,2330,101,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
856,04/05/2022,Aalopuri,Fastfood,20,11,220,Cash,Mrs.,Night,Oil,Tel-Ghee,01/15/2013,01/19/2013,4,4923,100,My fella got the huevos rancheros and they didn't look too appealing.,0
857,08/11/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,Oil,AirTeli,01/17/2013,01/22/2013,5,6763,101,"Went in for happy hour, great list of wines.",1
858,11/22/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,Oil,Teli Belly,01/25/2013,01/31/2013,6,2060,103,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
859,08/10/2022,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Midnight,Oil,Tel-Ghee,01/22/2013,01/29/2013,7,3620,100,I probably won't be coming back here.,0
860,07/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,Oil,AirTeli,01/24/2013,01/31/2013,7,3501,100,Worst food/service I've had in a while.,0
861,01/24/2023,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night,Oil,Teli Belly,02/01/2013,02/03/2013,2,2376,104,"This place is pretty good, nice little vibe in the restaurant.",1
862,10/03/2023,Frankie,Fastfood,50,7,350,Online,Mr.,Night,Oil,Tel-Ghee,01/29/2013,02/04/2013,6,4188,102,Talk about great customer service of course we will be back.,1
863,08/09/2022,Frankie,Fastfood,50,9,450,Online,Mr.,Night,Oil,AirTeli,01/31/2013,02/05/2013,5,4650,102,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
864,08/20/2022,Cold coffee,Beverages,40,9,360,Online,Mr.,Morning,Oil,Teli Belly,02/08/2013,02/12/2013,4,3839,100,I love their fries and their beans.,1
865,01/23/2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Night,Oil,Tel-Ghee,02/05/2013,02/10/2013,5,1538,104,Always a pleasure dealing with him.,1
866,08/13/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight,Oil,AirTeli,02/07/2013,02/13/2013,6,4909,101,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
867,01/26/2023,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,Oil,Teli Belly,02/15/2013,02/21/2013,6,2354,101,This place is awesome if you want something light and healthy during the summer.,1
868,08/17/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Evening,Oil,Tel-Ghee,02/12/2013,02/17/2013,5,2652,104,"For sushi on the Strip, this is the place to go.",1
869,06/26/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Midnight,Oil,AirTeli,02/14/2013,02/19/2013,5,5280,105,"The service was great, even the manager came and helped with our table.",1
870,10/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Afternoon,Oil,Teli Belly,02/22/2013,02/24/2013,2,3074,102,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
871,07/12/2022,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Evening,Oil,Tel-Ghee,02/19/2013,02/26/2013,7,1705,106,"I started this review with two stars, but I'm editing it to give it only one.",0
872,07/14/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Afternoon,Oil,AirTeli,02/21/2013,02/28/2013,7,5015,102,this is the worst sushi i have ever eat besides Costco's.,0
873,09/05/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,Oil,Teli Belly,03/01/2013,03/06/2013,5,1439,101,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
874,09/05/2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Midnight,Oil,Tel-Ghee,02/26/2013,03/03/2013,5,4180,103,My boyfriend and i sat at the bar and had a completely delightful experience.,1
875,05/08/2022,Vadapav,Fastfood,20,15,300,Cash,Mr.,Evening,Oil,AirTeli,02/28/2013,03/04/2013,4,4260,105,Weird vibe from owners.,0
876,10/06/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Oil,Teli Belly,03/08/2013,03/12/2013,4,4702,106,There was hardly any meat.,0
877,10/27/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Afternoon,Oil,Tel-Ghee,03/05/2013,03/10/2013,5,4237,105,I've had better bagels from the grocery store.,0
878,12/08/2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Oil,AirTeli,03/07/2013,03/12/2013,5,2086,102,Go To Place for Gyros.,1
879,06/11/2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Evening,Oil,Teli Belly,03/15/2013,03/21/2013,6,3992,106,"I love the owner/chef, his one authentic Japanese cool dude!",1
880,06/25/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,Oil,Tel-Ghee,03/12/2013,03/17/2013,5,2078,100,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
881,05/25/2022,Sandwich,Fastfood,60,2,120,Cash,Mr.,Midnight,Oil,AirTeli,03/14/2013,03/17/2013,3,4265,105,I found a six inch long piece of wire in my salsa.,0
882,04/23/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Morning,Oil,Teli Belly,03/22/2013,03/25/2013,3,4606,105,"The service was terrible, food was mediocre.",0
883,08/24/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Midnight,Oil,Tel-Ghee,03/19/2013,03/26/2013,7,4170,105,We definately enjoyed ourselves.,1
884,01/03/2023,Vadapav,Fastfood,20,12,240,Online,Mr.,Night,Oil,AirTeli,03/21/2013,03/28/2013,7,2334,100,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
885,10/16/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening,Oil,Teli Belly,03/29/2013,04/03/2013,5,2274,104,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
886,07/21/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Night,Oil,Tel-Ghee,03/26/2013,03/31/2013,5,1813,101,I had about two bites and refused to eat anymore.,0
887,10/24/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning,Oil,AirTeli,03/28/2013,04/02/2013,5,5739,103,The service was extremely slow.,0
888,05/09/2022,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,Oil,Teli Belly,04/05/2013,04/09/2013,4,2300,105,"After 20 minutes wait, I got a table.",0
889,12/04/2022,Vadapav,Fastfood,20,10,200,Online,Mr.,Midnight,Oil,Tel-Ghee,04/02/2013,04/09/2013,7,1183,102,Seriously killer hot chai latte.,1
890,03/03/2023,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,Oil,AirTeli,04/04/2013,04/08/2013,4,7396,100,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
891,12/27/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight,Oil,Teli Belly,04/12/2013,04/14/2013,2,3741,101,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
892,07/14/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Evening,Oil,Tel-Ghee,04/09/2013,04/16/2013,7,1944,103,Their rotating beers on tap is also a highlight of this place.,1
893,07/13/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Afternoon,Oil,AirTeli,04/11/2013,04/16/2013,5,5028,106,Pricing is a bit of a concern at Mellow Mushroom.,0
894,03/19/2023,Sandwich,Fastfood,60,15,900,Cash,Mr.,Morning,Oil,Teli Belly,04/19/2013,04/24/2013,5,2095,106,Worst Thai ever.,0
895,03/01/2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Afternoon,Oil,Tel-Ghee,04/16/2013,04/20/2013,4,2290,106,If you stay in Vegas you must get breakfast here at least once.,1
896,10/30/2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night,Oil,AirTeli,04/18/2013,04/25/2013,7,3227,103,I want to first say our server was great and we had perfect service.,1
897,08/22/2022,Aalopuri,Fastfood,20,6,120,Online,Mr.,Morning,Oil,Teli Belly,04/26/2013,04/29/2013,3,3902,100,The pizza selections are good.,1
898,02/03/2023,Frankie,Fastfood,50,8,400,Cash,Mr.,Afternoon,Oil,Tel-Ghee,04/23/2013,04/28/2013,5,3935,100,"I had strawberry tea, which was good.",1
899,01/24/2023,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,Oil,AirTeli,04/25/2013,04/30/2013,5,3831,106,Highly unprofessional and rude to a loyal patron!,0
900,07/12/2022,Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon,Oil,Teli Belly,05/03/2013,05/08/2013,5,1834,102,"Overall, a great experience.",1
901,12/24/2022,Vadapav,Fastfood,20,7,140,Online,Mrs.,Morning,Oil,Tel-Ghee,04/30/2013,05/05/2013,5,1918,102,Spend your money elsewhere.,0
902,11/23/2022,Frankie,Fastfood,50,4,200,Online,Mr.,Afternoon,Oil,AirTeli,05/02/2013,05/05/2013,3,6367,101,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
903,01/01/2023,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,Oil,Teli Belly,05/10/2013,05/15/2013,5,4294,105,The Buffet at Bellagio was far from what I anticipated.,0
904,12/03/2023,Aalopuri,Fastfood,20,4,80,Cash,Mrs.,Midnight,Oil,Tel-Ghee,05/07/2013,05/13/2013,6,2475,106,"And the drinks are WEAK, people!",0
905,12/13/2022,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight,Oil,AirTeli,05/09/2013,05/12/2013,3,2641,102,-My order was not correct.,0
906,04/04/2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Oil,Teli Belly,05/17/2013,05/23/2013,6,4648,102,"Also, I feel like the chips are bought, not made in house.",0
907,10/19/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Midnight,Oil,Tel-Ghee,05/14/2013,05/21/2013,7,1966,104,After the disappointing dinner we went elsewhere for dessert.,0
908,06/03/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,Oil,AirTeli,05/16/2013,05/23/2013,7,3965,101,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
909,02/21/2023,Cold coffee,Beverages,40,12,480,Online,Mrs.,Morning,Oil,Teli Belly,05/24/2013,05/28/2013,4,3406,101,We won't be returning.,0
910,09/10/2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon,Oil,Tel-Ghee,05/21/2013,05/28/2013,7,5228,104,This is my new fav Vegas buffet spot.,1
911,09/04/2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Evening,Oil,AirTeli,05/23/2013,05/29/2013,6,2452,104,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
912,09/17/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Evening,Oil,Teli Belly,05/31/2013,06/04/2013,4,3519,100,"Very, very sad.",0
913,02/15/2023,Frankie,Fastfood,50,15,750,Online,Mr.,Evening,Oil,Tel-Ghee,05/28/2013,06/02/2013,5,2757,103,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
914,01/03/2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Night,Oil,AirTeli,05/30/2013,06/02/2013,3,3086,103,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
915,07/10/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I'm not impressed with the concept or the food.,0
916,11/17/2022,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The only thing I wasn't too crazy about was their guacamole as I don't like it pur̩ed.,0
917,05/15/2022,Vadapav,Fastfood,20,15,300,Online,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"There is really nothing for me at postinos, hope your experience is better",0
918,12/11/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I got food poisoning here at the buffet.,0
919,03/01/2023,Vadapav,Fastfood,20,8,160,Online,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
920,12/07/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
921,09/21/2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Needless to say, I won't be going back anytime soon.",0
922,06/13/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,This place is disgusting!,0
923,05/30/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Every time I eat here, I see caring teamwork to a professional degree.",1
924,12/17/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The RI style calamari was a joke.,0
925,10/04/2022,Frankie,Fastfood,50,4,200,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"However, there was so much garlic in the fondue, it was barely edible.",0
926,02/27/2023,Frankie,Fastfood,50,15,750,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
927,02/12/2022,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"It was so bad, I had lost the heart to finish it.",0
928,07/04/2022,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It also took her forever to bring us the check when we asked for it.,0
929,06/06/2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
930,11/27/2022,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Disappointing experience.,0
931,06/26/2022,Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The food is about on par with Denny's, which is to say, not good at all.",0
932,10/18/2022,Sandwich,Fastfood,60,9,540,Online,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
933,01/21/2023,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
934,09/19/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,We won't be going back.,0
935,02/17/2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The place was fairly clean but the food simply wasn't worth it.,0
936,10/08/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,This place lacked style!!,0
937,06/22/2022,Panipuri,Fastfood,20,4,80,Cash,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
938,10/08/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Don't bother coming here.,0
939,02/19/2023,Vadapav,Fastfood,20,15,300,Online,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
940,07/02/2023,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0
941,10/02/2023,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It was equally awful.,0
942,07/20/2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Probably not in a hurry to go back.,0
943,06/30/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,very slow at seating even with reservation.,0
944,12/05/2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Not good by any stretch of the imagination.,0
945,05/15/2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The cashew cream sauce was bland and the vegetables were undercooked.,0
946,02/21/2023,Sandwich,Fastfood,60,8,480,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
947,08/16/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
948,01/16/2023,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I was VERY disappointed!!,0
949,07/01/2023,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,This place is horrible and way overpriced.,0
950,09/25/2022,Frankie,Fastfood,50,6,300,Online,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
951,11/11/2022,Panipuri,Fastfood,20,11,220,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It wasn't busy at all and now we know why.,0
952,09/24/2022,Aalopuri,Fastfood,20,14,280,Cash,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
953,10/11/2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
954,01/31/2023,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Con: spotty service.,0
955,01/27/2023,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"The fries were not hot, and neither was my burger.",0
956,04/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,But then they came back cold.,0
957,08/02/2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Then our food came out, disappointment ensued.",0
958,05/22/2022,Sandwich,Fastfood,60,11,660,Online,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The real disappointment was our waiter.,0
959,11/28/2022,Vadapav,Fastfood,20,8,160,Online,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,My husband said she was very rude... did not even apologize for the bad food or anything.,0
960,12/08/2022,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
961,03/14/2023,Frankie,Fastfood,50,13,650,Cash,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
962,05/18/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
963,05/10/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,She was quite disappointed although some blame needs to be placed at her door.,0
964,07/05/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
965,08/10/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Del Taco is pretty nasty and should be avoided if possible.,0
966,03/19/2023,Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,It's NOT hard to make a decent hamburger.,0
967,06/29/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,But I don't like it.,0
968,09/08/2022,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Hell no will I go back,0
969,06/11/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
970,11/21/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
971,02/10/2022,Frankie,Fastfood,50,2,100,Cash,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
972,11/03/2023,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The ambiance isn't much better.,0
973,07/06/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Unfortunately, it only set us up for disapppointment with our entrees.",0
974,01/28/2023,Vadapav,Fastfood,20,13,260,Online,Mr.,Afternoon,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,The food wasn't good.,0
975,01/15/2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"Your servers suck, wait, correction, our server Heimer sucked.",0
976,04/17/2022,Sugarcane juice,Beverages,25,11,275,Cash,Mrs.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,What happened next was pretty....off putting.,0
977,05/01/2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Evening,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"too bad cause I know it's family owned, I really wanted to like this place.",0
978,08/10/2022,Frankie,Fastfood,50,2,100,Online,Mr.,Night,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,Overpriced for what you are getting.,0
979,05/21/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,I vomited in the bathroom mid lunch.,0
980,06/20/2022,Vadapav,Fastfood,20,9,180,Online,Mr.,Morning,Chillies,AirTeli,01/04/2013,01/01/2012,6,"1,20,000",8,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
